items,quantities,unit_utilities
dinner|ham|orange|soap,2.3|1.7|1.6|4.1,3.76|6.97|1.47|10.2
soap|flour|vegetables|pretzels|muffin,4.3|1.9|3.1|4.8|1.6,5.4|5.75|5.7|3.28|4.69
cheese|beef|pizza|ham,2.1|4.2|4.6|2.0,5.72|8.96|7.07|6.13
salmon|tomato,2.6|3.0,12.68|1.5
apple|chips|turkey_slices|oil,1.3|4.4|4.7|4.4,1.34|4.31|7.5|4.76
chips|berries|vinegar|carrot|dessert,2.5|1.6|4.9|4.4|3.1,4.48|8.36|5.28|2.12|8.94
lettuce,1.3,2.71
bagel|pretzels|soda|rice,2.1|3.9|1.0|4.8,3.57|5.88|6.84|7.59
oil|onion|croissant|butter|candy,4.1|4.4|1.3|1.4|2.1,4.36|3.37|3.29|5.33|2.98
pork|tea|dessert,1.4|3.8|3.6,12.99|8.91|3.41
milk|soap|sugar|shampoo,2.3|4.9|4.5|2.8,7.16|4.08|5.51|6.07
tea|salmon,1.2|2.0,6.75|14.45
pasta|ham|toilet_paper,4.5|3.5|1.3,4.55|9.38|8.3
vinegar|salt,4.3|1.7,4.53|3.46
pizza|potato|pork|muffin,4.3|4.8|2.9|2.7,4.66|2.59|12.18|4.66
carrot|pretzels|olives|salmon,2.8|4.9|2.3|1.4,1.54|2.77|9.83|14.71
nuts|milk,3.7|4.6,4.71|6.08
soda|bagel|apple|detergent|salmon,4.3|3.0|4.4|2.3|3.0,4.67|4.03|2.45|3.65|11.3
croissant|dessert,2.2|4.8,5.68|6.74
pizza|onion,1.8|1.4,7.99|1.94
pizza|salmon|cereal|banana,4.1|1.6|3.0|3.8,7.51|5.29|3.24|3.66
chocolate|olives|ice_cream,1.9|3.5|4.8,4.7|9.99|5.83
lettuce|turkey_slices|tea,1.9|3.8|1.1,2.54|7.13|2.96
cake|muffin|vegetables|toilet_paper,2.1|4.8|4.4|4.9,4.85|4.86|3.95|8.6
toilet_paper|coffee|lettuce,2.8|1.8|1.3,10.41|10.19|3.69
juice|beer|nuts|ham,1.5|1.7|1.6|2.1,9.56|9.81|6.78|7.0
dinner|chocolate|pretzels|chips,1.9|3.5|1.2|3.7,4.37|6.97|2.07|5.26
flour|salmon|nuts,3.1|2.7|1.8,2.83|6.34|3.47
hummus|dessert|cookies|shampoo|oil,1.7|2.0|4.1|3.1|3.6,5.99|7.26|3.18|4.83|5.47
salmon|chocolate|nuts|soap,1.6|3.6|4.5|4.9,6.93|3.07|6.43|3.29
orange|salmon|cookies,5.0|1.9|4.0,3.05|9.49|3.64
tomato|tuna|bagel|salami,1.5|1.4|1.0|4.0,2.2|12.38|2.74|4.93
toilet_paper|pizza,3.9|2.3,4.52|3.58
pasta|rice,4.2|3.9,7.77|6.92
sugar|shampoo|tomato|cream|muffin,2.0|2.9|2.1|2.9|3.6,5.09|3.04|2.09|7.55|5.6
chips|beef|croissant|apple,2.6|4.3|3.1|4.8,6.34|6.19|4.19|2.44
water|vinegar|chicken|cake|sugar,3.1|4.5|4.8|1.8|2.8,11.09|6.79|10.75|2.59|7.27
oil|turkey_slices,3.3|2.9,5.86|5.78
crackers|potato|apple,1.4|4.4|3.6,3.09|3.92|3.01
pizza|salt|sugar|butter|salmon,4.1|4.6|4.8|4.8|2.5,4.04|7.97|4.93|7.78|11.03
cereal|oil|dinner|salt,1.0|4.2|5.0|4.3,4.39|3.99|8.59|4.68
pasta|banana|salt|cream,4.8|1.5|2.2|4.6,7.39|3.02|4.94|5.21
soda|butter,4.3|2.3,1.63|6.81
cream|oil,3.0|2.3,3.99|3.69
beef|salmon|vinegar|croissant|nuts,4.6|1.7|1.6|2.2|3.2,5.27|10.15|3.53|5.11|3.61
vinegar|water,4.9|1.4,2.56|5.78
cream|tuna|detergent,3.5|1.8|4.8,6.58|9.86|8.99
chocolate|rice|vinegar,3.4|2.0|3.3,3.24|1.52|5.99
ham|detergent|dessert,4.3|4.3|1.5,6.35|11.33|6.63
onion|shampoo|milk|tea,3.2|3.6|1.7|3.4,2.43|11.6|6.15|1.82
salami|dinner|water|ham|toothpaste,3.7|3.8|3.5|2.2|2.8,8.54|9.34|1.01|6.14|8.4
chicken|butter|bagel|ice_cream,3.8|4.5|1.1|3.9,9.13|5.27|3.75|5.24
bread|cookies|soda|ham,5.0|2.1|3.0|4.5,5.11|5.03|6.17|4.27
wine|salami|salt,2.0|2.9|1.3,8.05|8.75|6.77
bread|chicken|soda|paper_towels,3.6|2.9|4.0|1.1,5.63|8.59|5.9|5.12
coffee|butter|pizza,2.2|2.0|3.3,1.83|6.63|9.45
chicken|cheese|cereal,4.4|3.7|4.7,9.68|2.97|2.4
ice_cream|candy|rice|cream,1.9|3.8|3.3|4.1,6.85|2.05|4.69|6.98
carrot|vegetables|salmon|beef|potato,4.0|2.8|1.6|3.8|3.7,1.91|6.55|11.49|8.25|2.08
pizza|lettuce|water|tea,4.0|2.5|5.0|3.0,4.75|1.16|9.53|10.81
pork|vinegar|toothpaste|tuna,3.3|1.9|4.0|2.8,10.76|5.32|8.69|6.19
vegetables|beef,1.3|3.6,8.5|7.9
pork|crackers|chips,4.2|2.5|4.4,14.14|6.03|6.87
turkey_slices|juice|yogurt,1.2|2.1|3.5,9.7|11.37|6.49
paper_towels|croissant|vegetables|cereal|salami,1.0|1.6|1.8|3.8|1.7,4.02|2.75|9.28|6.77|6.21
carrot|orange|soap|pretzels|detergent,1.9|3.3|2.3|1.9|2.7,3.27|1.92|3.17|5.67|3.09
tuna|tea|beef|beer|turkey,2.0|4.2|1.1|4.0|2.7,12.55|8.71|13.19|8.23|10.14
crackers|rice,4.5|4.1,5.03|1.83
detergent|shampoo,2.6|3.9,8.84|4.07
turkey|oil,1.3|3.8,7.57|7.22
cake|dinner,1.4|2.8,2.38|3.9
chips|lettuce,4.5|2.0,6.99|3.96
chips|shampoo,1.1|1.5,5.33|7.72
turkey_slices|croissant|tuna|berries|bread,4.6|3.9|4.6|2.3|3.0,8.36|3.19|7.76|9.6|5.08
sugar|turkey_slices|dessert,1.8|2.0|3.8,3.55|4.57|3.66
candy|turkey|muffin,2.0|1.2|1.1,4.92|9.91|2.23
vegetables|pasta|milk|flour,2.7|4.3|1.9|4.5,4.19|3.95|7.0|6.15
nuts|coffee|candy|pretzels,2.2|4.8|2.3|4.9,6.77|4.85|6.77|3.91
cheese|tomato,4.5|3.6,6.87|2.46
cookies|potato|lettuce,4.2|4.9|4.0,4.05|1.83|3.18
apple|carrot,2.7|4.5,1.36|1.39
dessert|water|juice|turkey_slices,3.3|3.1|3.3|2.8,9.77|8.84|1.68|6.4
dinner|toilet_paper|juice,1.0|2.8|2.7,4.72|6.83|9.45
coffee|beef|shampoo|muffin,3.7|3.8|3.7|1.3,8.95|13.08|7.9|2.5
butter|ham,1.2|3.4,3.35|4.08
butter|olives,4.1|1.5,6.15|4.38
pretzels|carrot|ice_cream,3.4|1.5|1.6,2.72|3.25|4.73
pasta|cereal|candy|bread,4.9|2.8|4.5|1.8,6.36|4.8|2.55|4.39
vinegar|ham|salt,3.4|1.8|4.1,3.58|8.37|2.51
crackers|ice_cream,4.5|1.1,6.9|5.92
yogurt|milk|vegetables|orange,3.2|4.8|4.4|3.5,3.74|6.93|7.96|3.9
cake|tomato|lettuce|ice_cream,2.5|2.5|2.4|2.5,4.56|3.04|3.79|5.37
vinegar|soda|flour|paper_towels,2.6|4.1|1.9|3.2,7.85|8.85|4.42|8.85
orange|onion|yogurt|chocolate,1.9|2.0|4.3|4.8,1.28|1.04|5.1|2.65
flour|oil|pretzels,1.1|2.8|2.6,4.85|3.94|3.08
water|paper_towels|soda|juice,2.1|4.5|1.4|3.8,4.57|5.24|1.01|10.04
apple|chicken|toothpaste,4.0|1.2|1.6,1.3|9.38|3.23
salt|cereal|coffee|water|beef,1.2|5.0|5.0|2.7|2.3,3.21|6.44|4.2|11.82|14.84
toilet_paper|vegetables,3.3|1.6,6.08|9.3
chicken|dinner,4.2|2.5,14.14|6.69
oil|butter|soda|apple|nuts,3.9|1.3|2.4|2.4|4.9,6.41|4.28|6.93|1.95|4.54
hummus|potato|muffin|crackers,4.6|4.8|1.2|2.2,6.67|3.06|3.73|3.73
coffee|beer|hummus|salmon|croissant,3.2|4.1|1.6|1.6|3.7,6.03|7.3|9.67|6.1|4.16
onion|soda,2.2|1.5,3.78|9.16
banana|cheese,1.8|4.7,3.75|3.22
banana|turkey|wine,3.2|1.2|2.7,3.67|7.56|4.19
ham|crackers,4.7|3.8,4.16|4.87
olives|chocolate|apple|nuts,4.4|3.6|1.9|1.8,6.0|2.73|1.6|2.34
cheese|croissant,3.7|3.2,7.71|3.63
chips|detergent|cereal,3.9|2.2|1.9,5.44|3.91|7.93
banana|detergent|soda|pretzels|pizza,4.1|2.0|2.1|1.1|2.8,3.89|9.42|11.26|5.29|6.49
crackers|beer,1.1|3.9,2.29|11.49
water|crackers|toothpaste,2.5|3.7|3.2,7.82|5.68|4.98
soda|chips|nuts|candy,2.7|4.1|4.9|2.3,3.94|4.81|2.5|4.77
hummus|ice_cream|toilet_paper|butter|lettuce,4.3|1.0|1.8|4.9|3.7,6.24|4.56|9.93|6.33|3.97
crackers|toothpaste|chips|tea,2.7|2.2|3.1|1.9,3.48|8.19|2.64|1.85
butter|ham|bread|pasta|cereal,4.3|2.6|2.3|2.9|2.5,6.52|5.4|4.5|4.82|6.4
ham|muffin|banana|hummus|pizza,2.6|3.9|3.0|1.2|5.0,4.24|1.62|1.89|9.37|8.86
soda|pork|chicken,4.4|4.1|2.1,8.15|12.91|12.61
flour|chocolate|banana,3.1|4.6|1.5,4.23|4.36|3.3
milk|pasta|chocolate,2.7|1.8|4.6,2.34|2.4|5.89
bread|soda,2.5|2.0,1.76|10.59
shampoo|salt,1.5|4.9,4.56|7.06
ice_cream|oil,2.9|4.1,6.5|3.18
ice_cream|carrot,3.1|2.5,6.89|1.12
dinner|turkey|chicken|cheese,3.1|1.3|3.5|3.1,5.55|11.78|5.73|7.92
pizza|bread|cheese,4.4|2.8|1.7,6.35|5.06|2.93
potato|vinegar|soda|dinner|tea,1.6|3.5|4.4|3.5|2.4,2.33|2.74|4.93|5.41|2.88
ham|toilet_paper,4.8|3.8,9.17|7.37
vinegar|coffee|salt|bread|croissant,3.1|2.7|2.4|2.8|1.2,3.95|11.06|6.77|2.34|1.95
pizza|apple,1.2|2.9,8.24|1.09
nuts|onion|yogurt|soap|ham,3.2|4.7|3.6|4.3|3.3,6.56|1.26|5.98|11.07|7.26
banana|vinegar|chips,4.0|4.5|3.0,3.22|4.15|2.4
bread|berries|coffee,3.4|2.3|2.7,2.19|9.33|5.37
orange|cookies,4.3|4.6,1.14|4.84
coffee|flour|oil|milk|toilet_paper,4.3|2.2|3.7|2.5|4.0,11.93|2.17|2.99|6.15|8.78
apple|soap|butter,3.4|3.1|4.5,2.37|4.32|7.48
bread|chips|milk|cookies|sugar,1.3|2.4|2.8|3.1|1.1,4.78|5.4|6.15|3.64|4.94
soda|beer|cream|yogurt,4.4|3.0|1.5|1.2,6.81|9.54|5.82|2.24
olives|apple|turkey_slices,2.0|2.0|1.2,5.57|1.85|8.43
onion|soap|water|banana,1.8|1.8|3.7|3.0,2.22|10.05|5.4|1.76
nuts|chips|soda,2.0|3.9|4.5,4.19|2.78|2.55
chicken|berries|hummus|cream|soap,1.0|3.9|2.2|4.9|2.5,10.7|7.27|8.02|3.83|9.54
dinner|water|olives,4.6|3.0|1.1,4.44|8.1|6.82
chocolate|orange|dinner,2.1|4.8|1.9,2.09|1.82|9.85
pasta|oil|tomato|dinner|potato,1.8|4.0|3.0|4.5|4.3,3.85|6.69|1.37|7.38|3.81
chicken|flour|pizza|croissant|detergent,1.2|4.3|1.6|2.2|2.2,14.35|2.05|8.77|2.52|11.61
yogurt|cream|croissant|tea|oil,4.9|2.0|3.5|3.1|3.1,4.07|7.86|5.58|5.18|2.0
pasta|dessert|chips,3.4|3.8|4.1,1.99|3.25|3.01
muffin|pizza,2.9|1.0,3.54|6.48
coffee|hummus|shampoo|wine,3.1|3.3|1.3|3.3,6.33|9.9|4.32|5.26
pizza|banana|pasta|beef,2.0|1.2|4.8|2.8,8.36|3.87|5.31|7.41
salt|salami|beef,5.0|1.9|1.2,4.29|5.62|9.22
pizza|bread|cake|rice,3.7|4.5|3.0|2.5,6.88|3.88|4.39|3.48
onion|juice|chocolate|chips,2.6|2.9|4.7|2.3,1.9|7.99|4.21|4.4
cream|chicken|flour|toilet_paper|sugar,1.0|2.9|1.9|1.6|4.6,7.91|14.74|6.54|4.36|6.06
milk|chips|tuna|turkey_slices,4.7|2.9|4.9|3.5,3.17|2.41|12.48|6.14
butter|muffin,1.8|2.3,2.12|5.75
sugar|juice|bagel|wine|salami,4.2|2.8|3.5|2.3|1.1,2.42|8.52|5.02|1.71|6.24
chocolate|chicken|potato,3.1|3.5|3.9,3.22|5.84|1.45
wine|berries|toilet_paper|candy,3.2|4.2|2.2|2.0,5.98|8.18|11.36|5.48
potato|hummus,1.8|4.0,2.59|9.41
toothpaste|flour|crackers,2.2|1.9|3.2,5.96|7.94|5.17
flour|butter|soap,1.5|4.5|3.9,2.26|2.93|5.9
orange|pork|chicken,2.5|4.8|3.4,3.88|13.62|6.83
coffee|tomato|flour,4.2|3.4|4.0,11.7|2.84|4.47
tuna|shampoo|oil|flour|hummus,2.4|1.5|2.4|4.6|4.3,11.41|4.58|5.55|3.0|7.91
dessert|pork,5.0|1.3,9.11|8.78
candy|berries|juice|carrot,3.5|2.0|1.2|3.2,3.55|4.35|3.78|2.03
chips|butter|salt,3.1|1.3|3.0,6.81|5.11|5.64
chips|olives|oil|toothpaste,4.8|4.3|2.2|1.9,4.44|5.82|5.17|10.47
pasta|paper_towels|vinegar|pretzels,2.9|3.2|4.9|2.2,4.34|6.31|7.06|5.88
chocolate|shampoo|pretzels,2.7|4.6|4.6,6.81|9.43|5.96
beef|muffin,2.7|1.5,7.6|2.15
pasta|vinegar|detergent|ice_cream,4.0|4.3|2.0|4.3,4.39|1.89|9.39|3.79
hummus|detergent,2.4|1.7,6.62|5.0
bagel|salmon|paper_towels,3.9|4.8|1.1,4.55|13.15|11.26
vinegar|toilet_paper|coffee|water|berries,2.7|4.3|1.9|2.2|1.0,4.08|11.84|10.47|2.31|6.16
vegetables|sugar|chocolate|dinner,3.1|1.9|2.1|4.1,9.76|6.36|2.92|4.44
toothpaste|soap,4.1|1.3,5.02|5.16
coffee|turkey|candy,4.3|2.3|3.6,3.83|11.14|3.53
rice|paper_towels|ice_cream|oil,3.6|1.3|1.3|1.3,4.36|6.74|5.25|7.03
pork|nuts,2.5|3.4,14.26|3.47
beer|berries|shampoo|yogurt,2.7|3.3|1.7|4.5,6.79|7.29|5.62|4.87
salami|tuna|milk|beef,1.7|1.9|2.3|2.1,8.17|9.49|5.91|10.56
flour|cookies|hummus|pasta,5.0|4.9|4.1|3.9,7.83|4.93|6.21|4.84
salami|croissant|tomato,3.7|3.3|3.6,6.8|5.59|2.63
soda|ham|milk|salt|wine,3.6|1.7|3.6|4.2|1.2,6.52|8.31|2.19|5.63|7.8
muffin|salami|nuts,2.2|2.7|1.4,3.71|7.33|6.05
muffin|wine,3.7|1.9,3.66|5.27
cereal|chocolate,3.5|2.8,2.36|2.92
tomato|ham|detergent|wine|soap,1.4|3.0|4.2|1.3|4.9,1.28|6.15|3.36|6.88|11.36
vegetables|berries,2.7|2.9,7.01|7.76
soda|crackers|cereal,2.0|4.4|3.0,10.8|6.44|3.01
toothpaste|pizza,5.0|3.5,4.49|9.72
apple|carrot|wine|yogurt,4.7|3.4|2.6|4.7,1.21|3.15|6.37|4.1
pizza|ham|cereal,2.0|3.3|4.8,4.38|6.34|2.51
tuna|pasta,1.3|1.4,6.37|5.04
cream|lettuce|toilet_paper,4.5|3.7|2.8,3.94|2.37|3.24
butter|toothpaste,1.1|4.3,6.39|11.34
carrot|croissant,1.6|3.1,2.88|4.56
bread|butter|cake,2.6|1.5|4.5,3.41|2.84|2.75
bread|oil|candy,2.2|3.5|2.0,5.87|2.74|6.52
berries|apple|soda|lettuce|pretzels,1.2|2.8|1.2|2.6|1.6,9.77|1.72|7.24|3.43|2.72
milk|cookies|salmon|sugar,4.4|1.8|3.2|2.2,3.96|3.02|8.59|3.11
butter|coffee|flour,3.0|2.3|4.3,7.85|2.56|4.6
banana|soap|detergent,2.6|2.7|3.2,1.55|10.55|7.68
onion|juice|crackers|oil|yogurt,2.9|4.3|3.7|2.4|1.0,3.25|6.84|6.83|4.1|7.85
ham|bagel|toilet_paper|onion,1.9|4.5|1.1|1.3,6.29|2.51|6.04|2.13
muffin|toilet_paper,5.0|4.5,1.58|10.24
carrot|butter|turkey|salmon|toilet_paper,2.6|1.6|1.2|4.9|2.8,2.11|7.87|9.17|7.31|10.62
cookies|ice_cream|carrot,1.2|4.8|3.4,2.64|4.65|2.77
muffin|wine|olives,4.2|2.5|4.3,2.29|4.79|4.43
banana|wine|cookies|milk,2.5|1.6|4.6|1.8,2.57|5.24|5.78|7.65
banana|beef|toilet_paper|cereal,2.5|4.1|3.0|3.1,3.34|14.35|3.69|2.99
pork|soda|beer|soap,1.7|4.1|2.5|3.7,11.4|3.75|6.14|11.24
yogurt|beef|toilet_paper|toothpaste|wine,1.8|2.9|1.5|2.2|2.2,5.1|11.54|10.77|4.58|6.2
dinner|soap|juice|cream,2.9|4.3|2.4|4.9,6.46|6.03|1.81|4.56
detergent|cake|yogurt,1.3|2.3|4.8,9.96|4.73|6.81
vinegar|milk|nuts|soap,1.7|4.7|3.0|3.8,4.05|3.4|6.94|5.85
vegetables|tea|candy|ice_cream,3.7|1.3|1.7|3.6,3.6|11.09|6.56|7.68
beer|berries|lettuce|vegetables,4.2|3.5|4.0|3.4,3.14|7.78|2.93|9.28
apple|ice_cream,1.2|2.1,3.62|5.63
sugar|oil|tea|dessert|turkey,3.3|1.4|3.2|3.9|3.5,5.56|3.54|3.65|4.95|5.13
tuna|onion|turkey_slices|milk,3.1|4.2|3.4|3.9,14.61|1.25|8.44|6.64
beef|water,3.1|2.5,11.96|10.89
detergent|cake|chips,1.9|3.7|2.7,6.59|2.98|5.03
cake|potato|hummus|vegetables|sugar,2.7|1.8|1.4|3.1|3.3,4.54|2.37|7.38|8.71|2.03
cream|chips,3.8|1.4,7.09|6.93
water|pork|croissant|olives,2.4|3.9|4.0|4.9,7.13|5.22|4.87|8.61
cookies|onion,2.4|1.7,4.51|1.48
yogurt|detergent,1.3|2.1,5.82|8.6
toothpaste|turkey,1.4|3.6,7.88|5.25
muffin|candy|bread|juice|ham,5.0|1.3|4.0|3.6|1.9,3.49|4.78|4.2|4.74|8.94
shampoo|ham|butter|water|banana,3.2|3.8|2.2|3.5|4.8,6.56|7.0|4.48|3.17|3.46
cheese|pasta|lettuce|beef|paper_towels,2.0|1.2|4.7|3.5|1.2,3.54|4.37|2.36|12.3|9.2
muffin|butter|pasta|beer,1.3|3.9|1.7|2.7,3.9|3.53|6.33|7.85
turkey_slices|tea,2.6|2.5,7.35|10.57
dessert|dinner,2.3|3.8,7.83|4.78
hummus|rice|pork|sugar,4.2|2.5|4.2|2.2,4.47|2.39|5.7|5.47
paper_towels|toilet_paper,4.4|3.4,5.62|10.44
soap|juice|banana|shampoo,1.5|4.1|2.4|3.0,9.53|3.67|3.54|8.3
banana|pizza|cookies,3.3|3.4|1.5,1.85|5.33|3.64
tuna|shampoo|cookies,1.5|3.1|2.6,5.82|11.63|3.8
rice|onion,2.6|4.7,4.69|1.26
coffee|pretzels|beer|rice,1.5|2.8|3.1|1.3,2.55|4.4|4.09|2.05
beer|apple|oil,1.5|3.8|4.9,11.01|2.38|3.57
cereal|cheese|chocolate,1.9|1.6|4.9,7.77|4.35|4.29
bread|shampoo|butter|cereal|salmon,2.0|3.7|3.2|2.5|4.1,5.47|6.89|7.27|3.19|12.38
candy|carrot,2.4|2.8,6.58|2.61
beer|pork|wine|tomato,2.6|3.7|1.3|4.7,3.97|13.08|8.91|3.26
cheese|soap|potato|hummus|shampoo,4.6|1.4|2.6|3.5|4.0,7.96|10.75|2.34|6.87|8.17
orange|cheese|candy|toilet_paper,1.1|3.2|2.3|4.7,3.23|5.86|2.66|11.18
turkey|flour,1.4|1.7,6.91|6.32
banana|toilet_paper|tomato|coffee,1.9|2.9|3.1|3.0,1.67|9.19|2.29|9.84
flour|hummus|lettuce,3.1|2.4|3.6,5.33|7.03|2.84
yogurt|cookies|onion|pretzels|milk,3.6|3.3|4.5|2.5|4.1,5.85|5.1|1.62|6.79|3.15
flour|carrot|cookies|chocolate|cake,1.5|1.7|4.4|2.4|1.6,6.0|2.1|4.38|2.31|4.53
milk|dinner|berries|vegetables,2.6|1.5|3.5|4.4,7.42|6.82|6.39|5.4
hummus|turkey|candy|salami|juice,3.0|2.0|4.6|4.4|4.2,8.61|8.15|3.97|9.61|3.56
pretzels|cookies|crackers,3.1|4.2|1.5,2.4|3.95|4.48
detergent|paper_towels|oil|flour|muffin,3.0|1.9|4.9|1.2|3.0,6.18|4.0|7.66|6.77|2.3
soda|toothpaste|flour|nuts,4.1|1.4|3.9|1.6,7.05|3.06|3.21|2.86
dinner|lettuce|soap|cereal|yogurt,4.9|2.5|4.3|4.4|2.1,5.55|3.24|8.38|3.64|6.48
sugar,2.9,7.66
beer|cream|candy|crackers,2.2|3.2|4.7|3.4,3.05|3.49|6.83|6.51
nuts|tea|dinner,4.0|1.1|4.8,5.81|4.11|4.44
ham|salt|candy|cereal|pretzels,1.7|3.1|1.5|4.5|4.1,9.63|1.54|5.12|2.45|5.09
butter|cheese,4.7|2.7,4.76|4.42
chocolate|soap|cream|crackers,1.5|4.9|2.1|3.4,3.17|5.71|6.97|4.26
olives|oil,4.8|1.5,5.62|3.11
beef|paper_towels|beer|cake|potato,4.6|3.0|2.4|1.9|4.0,7.41|11.61|4.42|5.35|1.12
salami|bread,2.1|4.9,5.66|2.49
muffin|soda|shampoo,2.7|3.6|2.7,3.65|3.6|3.61
nuts|soda|sugar,4.8|1.7|4.4,3.11|3.41|2.8
shampoo|crackers|juice|olives|cream,1.1|2.4|2.5|3.5|3.7,10.76|2.66|10.06|8.41|3.17
soap|pretzels,4.3|4.7,6.15|6.36
pizza|banana|cheese,1.4|3.3|3.3,4.07|1.43|7.6
muffin|yogurt|apple|cream,3.2|4.7|1.9|3.3,4.3|7.27|1.06|2.0
beer|tea|ham,3.2|4.2|3.6,5.9|11.68|9.05
pasta|tea,1.1|3.7,7.02|11.28
milk|vinegar|paper_towels,1.5|2.3|4.8,5.1|5.36|11.69
croissant|nuts|detergent,4.4|2.2|1.1,3.37|2.92|3.78
beer|turkey,3.9|4.7,6.49|11.41
cake|orange|milk|muffin,4.6|3.2|1.1|3.8,4.15|1.37|4.24|3.38
berries|coffee|cake|rice,4.2|1.1|1.8|4.6,8.29|7.95|4.08|4.79
ham|cake,3.8|4.5,6.86|2.21
pork|turkey|carrot|chicken,1.8|2.3|4.4|3.4,11.56|13.13|2.52|9.23
berries|coffee|nuts|pasta|detergent,4.0|2.0|1.5|4.9|1.9,4.28|1.35|4.57|5.12|4.3
milk|vegetables|ham|bread,3.7|1.3|3.3|3.9,4.79|4.08|6.13|3.78
cheese|cereal|dessert|pretzels|beer,3.5|4.2|2.9|3.4|2.4,7.57|6.67|8.18|6.86|10.97
ice_cream|detergent|muffin|crackers|shampoo,4.1|2.4|1.7|3.8|3.3,3.03|7.74|3.96|2.15|8.18
yogurt|salami,2.4|3.0,3.08|7.15
berries|flour,1.1|3.5,7.74|4.48
ham|orange|shampoo,3.1|1.4|3.8,9.29|3.94|5.12
salt|toilet_paper|ice_cream|olives|croissant,2.9|4.6|3.0|3.7|1.0,1.91|7.54|7.35|7.69|4.74
apple|paper_towels|hummus|tomato|oil,3.2|4.4|3.6|2.0|2.6,3.61|3.63|9.15|2.9|2.72
vinegar|juice|dessert,1.2|1.3|4.6,3.98|6.52|6.24
tuna|tea|vinegar|bread|olives,4.7|3.6|4.9|4.4|1.6,10.24|8.14|3.73|5.54|6.0
chocolate|carrot|salt,2.9|4.5|4.1,3.76|3.34|6.92
carrot|butter,4.4|3.0,1.69|2.06
bread|crackers,2.3|4.8,5.83|2.08
flour|pork,1.4|3.2,6.35|13.94
soda|salami|sugar,3.4|3.8|3.1,7.54|6.92|5.18
berries|detergent,5.0|3.4,9.22|9.79
lettuce|carrot,4.6|4.1,3.9|3.96
berries|milk,3.1|3.7,5.02|4.97
salmon|dessert|ice_cream|chicken,3.5|1.5|3.5|2.8,8.63|9.92|3.52|12.76
rice|ham,2.0|4.2,2.68|6.89
beer|vegetables|pork,2.4|3.2|1.9,4.78|3.81|9.37
pork|pasta,3.6|3.2,10.41|4.05
toilet_paper|chocolate,1.4|2.0,4.89|2.89
beer|vinegar,3.9|1.5,4.1|5.0
rice|pretzels|carrot,2.8|3.2|4.8,5.86|3.61|2.37
beef|turkey_slices|pasta|turkey,4.8|2.1|2.2|1.5,9.98|7.07|6.85|13.52
butter|milk|rice|chicken,4.7|3.4|2.0|4.6,4.95|3.11|3.91|14.82
crackers|yogurt|turkey,4.6|1.4|1.3,2.06|5.79|9.33
salmon|tuna|vegetables,4.7|3.4|2.1,14.67|9.85|9.64
nuts|croissant,4.3|3.0,2.96|2.88
vinegar|pizza|carrot|banana,2.7|3.0|1.5|1.1,3.92|8.31|3.18|1.82
onion|potato|carrot,2.6|1.3|2.1,3.66|3.92|3.99
ham|bread|chicken|yogurt,4.2|2.0|4.4|3.4,4.58|3.94|11.4|7.06
salami|salt|chocolate|orange,4.1|4.9|3.1|2.1,4.28|2.08|6.88|3.2
orange|tea|onion,3.4|1.3|3.2,2.69|9.53|2.64
olives|water|oil|tea,3.2|3.9|3.8|4.7,4.51|1.79|7.52|5.72
ham|orange|vegetables|onion,4.7|2.2|1.1|1.0,9.85|3.81|6.61|1.8
chicken|pizza|tuna,4.5|1.5|4.5,6.35|8.12|12.64
vegetables|water,4.2|1.7,3.01|4.51
butter|carrot,3.3|2.1,4.96|2.21
oil,1.9,7.01
olives|candy|tuna|nuts,4.0|3.4|4.2|3.0,5.32|6.58|13.11|2.69
oil|cheese,3.0|5.0,7.06|4.02
cheese|potato,1.7|2.5,7.86|1.95
bread|ice_cream|hummus|milk|juice,1.0|1.7|4.7|1.9|3.3,4.54|5.73|9.0|4.44|3.39
vegetables|lettuce|flour|wine,4.8|1.4|4.5|3.5,6.68|1.1|1.88|11.57
hummus|salami|apple|ham,3.9|4.0|4.9|4.8,8.06|7.9|1.49|8.75
chocolate|vinegar|carrot,3.1|2.9|4.3,6.95|1.52|2.11
nuts|detergent|yogurt|flour,3.2|2.5|1.5|1.3,5.36|8.04|2.91|1.62
bagel|water|croissant,2.0|2.0|2.9,5.33|10.11|4.07
toilet_paper|salami,2.9|3.1,11.24|9.61
chocolate|beef|bread,1.3|4.1|4.5,3.95|13.68|2.22
ham|rice|candy,4.1|2.6|4.2,9.89|7.73|4.62
vegetables|vinegar|beer,3.5|3.2|4.8,5.02|4.31|5.26
turkey_slices|juice|dinner|soap,2.4|1.3|4.0|3.1,9.53|8.01|6.81|7.06
cream|yogurt|salmon,1.4|4.1|1.6,6.71|7.79|6.97
berries|bagel|bread|chips,1.3|2.4|1.7|2.8,3.74|1.84|4.1|3.39
croissant|shampoo|potato|yogurt|salmon,3.2|3.3|2.1|4.1|1.2,3.3|3.66|2.68|2.0|14.35
coffee|bread|shampoo,4.9|2.8|4.6,10.49|3.99|3.2
beef|cookies,1.7|4.1,14.71|5.17
toilet_paper|dinner,3.7|2.9,9.85|5.5
paper_towels|beef|rice|cookies|candy,1.2|4.8|3.6|2.3|3.5,11.47|8.31|7.54|5.06|2.6
