items,quantities,unit_utilities
coffee|milk|rice|berries|flour|beef,3.8|2.4|1.6|3.3|4.2|1.7,10.79|7.17|7.24|9.91|4.57|11.86
milk|rice|bread|pasta|tomato|bagel|cake|crackers,1.9|3.9|2.5|4.1|3.1|3.1|2.2|2.5,7.1|2.26|5.32|7.12|1.86|5.38|2.32|6.04
pasta|cheese|milk|apple|salt|coffee|butter|onion|chips,2.5|3.9|4.1|1.7|4.8|1.8|2.7|2.0|4.9,1.85|6.13|7.4|2.02|4.06|11.64|3.2|3.23|5.92
pasta|coffee|chicken|rice|tuna|ice_cream|hummus,4.3|4.1|3.5|2.3|4.6|2.5|2.7,4.53|9.51|14.32|6.26|7.54|5.68|9.63
bread|cheese|milk|pasta|dessert|beef|turkey_slices|tea|chicken|wine,3.0|1.4|4.0|2.0|4.2|1.8|1.7|2.3|3.9|3.7,3.94|3.34|4.89|6.57|9.32|11.42|4.85|11.96|12.21|3.95
milk|chicken|apple|juice|olives|tea,1.2|3.6|1.1|4.5|3.4|4.4,2.74|13.97|1.49|9.05|7.0|9.27
coffee|bread|chicken|milk|butter|potato|chocolate|dinner|salami,4.6|1.3|2.3|3.8|3.5|3.7|1.2|1.1|2.9,6.48|3.02|8.28|7.68|3.27|2.53|5.81|8.15|7.31
apple|coffee|cheese|chicken|ham|orange|bread|crackers,2.0|2.5|5.0|3.7|4.4|3.2|2.2|3.5,1.48|5.43|3.68|8.23|4.28|2.41|5.14|6.81
bread|rice|apple|milk|chicken|lettuce|salt|detergent|water|cookies|candy|cream,1.2|1.6|2.6|3.6|2.9|2.3|4.4|4.7|3.4|3.8|4.0|2.7,1.6|2.25|2.3|6.92|5.11|3.91|4.0|10.77|2.1|5.19|6.3|3.12
rice|coffee|pasta|chicken|apple|beef|nuts|pork|candy|orange,5.0|3.8|1.8|4.8|3.3|4.9|1.5|3.5|2.6|3.3,4.85|5.45|5.79|8.2|2.18|9.32|3.25|8.17|3.37|2.77
pasta|coffee|bread|milk|rice|candy|muffin|vinegar|chips|turkey|sugar,2.4|1.2|3.8|3.2|2.8|2.6|4.9|2.0|4.0|3.5|3.9,7.1|6.58|3.07|3.4|7.88|6.57|2.58|2.06|5.04|12.54|2.71
pasta|rice|apple|beer|detergent|pizza|cookies,4.8|3.0|4.8|1.4|3.6|1.3|4.9,4.44|2.11|1.02|4.13|4.57|9.75|3.71
apple|chicken|rice|juice|pretzels|beer|vegetables|milk,4.2|1.1|1.1|4.3|1.9|1.2|4.4|3.6,3.16|7.76|5.06|1.2|6.58|1.88|8.09|7.38
milk|coffee|cheese|muffin|vinegar|turkey_slices|salmon|turkey,2.8|2.7|2.2|2.5|3.1|4.7|4.5|2.2,5.37|10.78|4.24|4.6|5.04|8.97|7.06|8.97
cheese|apple|milk|pasta|bread|wine|cereal|dessert|pretzels,3.4|1.1|3.0|1.9|4.8|4.6|4.4|2.5|2.7,5.4|2.6|6.82|5.27|3.95|1.78|3.95|5.88|5.08
apple|rice|pasta|hummus|shampoo|dinner,3.7|3.0|3.5|3.8|2.5|2.8,3.72|3.43|5.0|6.55|10.56|6.15
cheese|pasta|apple|coffee|rice|pizza|milk|paper_towels|orange|cereal|onion,1.5|3.6|2.0|2.9|4.4|1.9|2.0|2.9|2.1|1.4|3.7,3.05|4.74|2.5|9.98|4.42|6.13|5.87|7.9|3.82|3.2|2.21
bread|pasta|milk|orange|sugar|dinner|candy,3.0|4.5|4.9|4.9|4.1|4.8|3.4,5.18|3.67|6.51|3.45|4.09|8.3|2.28
apple|coffee|detergent|dinner|salt|milk|bagel,3.7|3.6|2.4|2.1|4.1|2.2|1.3,3.48|4.41|10.65|3.02|5.05|7.34|3.94
apple|milk|rice|chicken|cheese|candy|turkey|carrot|salt|pasta|yogurt,3.5|1.4|4.7|3.5|4.1|4.1|4.9|1.7|1.0|3.4|1.7,2.99|2.34|7.29|7.47|7.08|3.86|13.53|2.27|1.9|5.9|5.72
milk|chicken|cheese|rice|bread|paper_towels|water|cream|wine|pretzels|ham|hummus,1.6|1.3|1.4|3.2|3.6|1.1|1.1|4.7|2.5|4.5|3.5|2.9,3.77|14.38|4.89|6.09|5.6|5.51|10.19|4.07|4.3|2.43|9.92|9.75
pasta|chicken|cheese|apple|banana|pizza|lettuce|onion,3.8|2.5|1.9|2.6|2.2|2.6|1.1|2.8,3.41|7.09|3.08|3.41|3.54|3.01|3.95|1.26
bread|chicken|milk|apple|sugar|salt|water|beer|soap,2.1|2.2|2.4|2.1|4.4|3.2|2.7|4.1|1.3,5.19|7.16|7.5|2.71|5.85|2.78|4.86|9.33|10.5
milk|pasta|cheese|chicken|cereal|tomato|salt|toilet_paper|ice_cream,1.1|3.5|3.3|4.5|2.7|4.8|4.6|2.1|4.0,7.8|3.22|4.83|5.26|5.47|1.29|6.71|8.82|4.17
pasta|rice|bread|coffee|turkey_slices|berries|flour|sugar,1.5|3.3|1.9|4.5|2.7|3.0|4.1|1.4,6.01|7.42|2.26|4.22|7.44|3.76|4.82|6.34
milk|bread|cheese|wine|toilet_paper|olives|pizza|salmon,1.5|3.0|1.4|2.8|1.5|3.9|2.7|3.0,6.86|1.93|2.84|11.44|10.8|5.42|9.62|12.03
bread|pasta|turkey|tea|rice|crackers,2.8|1.5|2.2|2.4|4.3|1.1,2.73|7.54|14.11|1.31|3.15|3.33
coffee|milk|rice|cheese|bread|chips|bagel|tuna|crackers|flour|chicken,1.5|3.0|1.8|2.7|3.6|3.6|3.8|5.0|3.6|3.6|4.5,2.56|6.3|2.92|2.83|2.12|2.79|3.45|9.53|6.35|6.21|8.93
bread|chicken|pasta|ham|salt|turkey_slices|crackers,2.9|3.4|2.1|2.9|3.8|2.8|2.2,2.73|5.78|3.74|7.52|5.84|4.2|5.46
rice|bread|cheese|coffee|chicken|detergent|berries|oil|tuna|carrot,3.3|3.3|2.3|1.0|3.2|3.8|2.8|2.3|4.2|3.0,6.16|5.03|6.46|8.36|5.28|6.85|4.25|6.65|5.01|3.12
bread|chicken|coffee|apple|pasta|salmon|shampoo|crackers|juice|tuna,2.0|4.9|2.7|2.4|4.7|4.5|3.7|3.7|1.0|4.0,3.97|12.28|10.46|2.68|1.81|6.76|9.52|5.21|10.39|10.94
bread|milk|rice|chicken|coffee|chocolate|vinegar,2.4|2.0|3.3|1.8|3.9|3.0|4.1,2.09|7.08|5.27|6.68|1.96|2.08|5.87
bread|cheese|pasta|chicken|juice|hummus|nuts|wine|chips,2.3|3.4|4.2|3.7|4.7|1.7|4.2|1.9|4.4,2.85|5.31|7.06|9.68|8.06|4.08|4.41|6.88|4.45
milk|apple|chicken|cheese|olives|sugar|carrot|candy|salami|butter,2.3|4.8|1.3|1.7|3.6|3.0|4.7|4.8|1.1|3.3,5.74|2.37|11.9|5.47|9.51|2.17|2.33|3.87|7.5|2.37
chicken|pasta|coffee|bread|berries|cheese|banana|candy|beer|wine,1.8|4.0|3.8|4.9|4.7|3.8|3.2|3.6|3.5|1.3,8.12|7.61|8.23|2.33|8.76|6.93|3.07|6.49|8.4|11.15
rice|milk|cheese|apple|yogurt|olives|chocolate|ice_cream|vegetables|cereal,1.2|2.5|1.9|4.3|4.6|3.5|1.5|4.7|1.7|2.1,7.72|6.52|2.52|1.96|7.77|9.59|5.23|4.6|4.73|7.54
coffee|cheese|milk|chicken|bread|paper_towels|croissant|soap|dessert|oil|pizza,2.4|2.0|3.8|1.5|1.6|3.8|2.3|3.3|1.5|1.8|2.6,5.29|3.83|2.72|7.23|2.48|7.05|2.69|11.92|8.21|6.05|6.97
pasta|rice|milk|apple|crackers|cookies|detergent|pork,2.5|4.1|4.9|3.3|3.9|1.3|3.1|3.5,4.76|5.67|4.92|2.96|3.65|2.97|11.92|10.98
chicken|bread|cheese|pasta|milk|coffee|beef|carrot|rice|chips|chocolate,5.0|3.5|1.2|1.2|4.5|1.1|1.0|3.3|2.6|3.2|3.4,12.02|2.35|7.83|7.32|2.51|6.18|14.59|1.51|6.7|3.44|5.81
coffee|apple|milk|cheese|turkey_slices|tuna|wine|butter,2.8|1.2|1.4|3.5|2.5|1.1|4.2|2.3,2.78|3.52|5.24|3.97|8.35|7.89|3.99|6.14
cheese|milk|chicken|rice|apple|cereal|orange|toothpaste|salami|salmon,2.8|3.0|4.2|4.1|2.6|3.2|3.9|1.0|3.5|4.2,6.45|7.24|14.93|6.08|3.01|2.64|1.24|7.18|7.77|7.18
coffee|cheese|apple|bread|chicken|toilet_paper|crackers|ice_cream|cereal|detergent|vegetables|cake,2.8|2.7|4.5|4.4|3.2|2.8|3.0|2.1|1.5|2.6|2.7|3.8,11.68|2.37|3.61|5.74|13.04|6.11|4.22|4.47|4.73|4.65|4.8|5.44
rice|apple|coffee|milk|salmon|soap|pretzels|hummus|cream|detergent,3.8|1.1|4.5|4.8|2.3|4.7|2.2|4.4|2.7|3.6,7.5|1.43|2.2|4.1|10.52|10.43|4.28|8.66|6.87|4.95
apple|coffee|rice|soap|vegetables|cookies,4.9|2.0|4.4|4.1|2.9|3.4,1.03|11.13|3.76|8.02|3.72|2.09
rice|apple|bread|milk|sugar|coffee|wine|toothpaste|nuts|olives,2.8|4.1|2.7|1.7|4.4|3.4|1.9|1.7|2.7|1.3,7.98|3.87|2.28|4.5|3.68|1.74|10.87|4.14|6.85|4.59
coffee|chicken|bread|apple|rice|milk|dinner|olives|soap|bagel|vinegar,1.5|3.5|1.2|1.7|4.4|3.7|1.2|4.3|4.5|2.6|3.9,1.19|9.53|3.95|3.31|6.17|4.23|4.63|8.56|6.06|2.83|4.8
rice|bread|coffee|pasta|chicken|dessert|vinegar|salmon|ham|soap|pork,2.2|1.6|2.4|4.3|4.5|3.3|2.0|4.8|2.9|1.3|2.5,5.72|2.44|1.52|7.97|6.61|6.04|7.88|12.13|7.08|7.2|5.96
rice|milk|coffee|pasta|lettuce|salmon|flour|dinner|paper_towels,4.8|4.0|1.4|1.4|3.2|4.9|3.8|2.2|4.4,2.01|5.45|1.8|7.36|1.8|11.97|3.72|5.56|7.26
coffee|pasta|rice|apple|chicken|bread|croissant|bagel|pork|hummus|dessert|water,2.1|3.5|4.9|2.4|2.4|4.5|3.5|4.8|1.8|1.0|4.7|1.7,11.76|2.34|7.79|2.35|9.02|3.23|2.53|2.48|12.3|8.42|8.97|8.63
rice|cheese|apple|coffee|toilet_paper|cream|banana|salami,3.5|2.8|4.4|4.4|4.9|4.7|3.3|3.9,4.24|4.83|2.89|2.38|8.71|6.28|3.37|8.37
apple|rice|coffee|pasta|cream|pretzels|croissant,4.8|4.1|2.6|1.2|2.3|3.6|1.2,2.76|6.88|10.88|4.98|4.4|3.73|1.59
bread|coffee|apple|cheese|detergent|toilet_paper|cereal|milk|lettuce|beef,2.2|3.1|3.2|4.7|3.0|5.0|3.4|3.9|2.7|2.9,5.07|4.46|1.64|4.12|8.37|4.48|5.18|3.54|1.71|5.73
chicken|bread|apple|cheese|coffee|rice|cream|yogurt|wine|dinner|juice,3.7|1.5|1.6|1.7|3.6|2.1|2.1|3.3|2.2|2.8|4.2,12.97|3.91|2.58|6.71|5.35|5.53|7.23|3.86|11.68|3.56|3.89
coffee|apple|cheese|salmon|carrot|butter|cream,1.8|3.3|2.1|4.6|1.5|2.6|2.1,5.36|3.83|2.79|12.33|2.05|3.58|6.44
pasta|coffee|rice|apple|detergent|milk|juice|vegetables,3.7|1.2|3.5|3.7|3.2|2.0|3.4|3.9,3.16|7.15|2.55|3.14|6.09|7.68|3.33|3.81
rice|cheese|bread|ham|wine|dessert|flour,3.0|3.9|4.5|3.9|1.1|1.9|3.0,4.96|7.64|3.03|6.18|5.3|3.83|2.11
chicken|bread|pasta|vinegar|pizza|cake|juice,4.8|4.0|4.7|3.7|4.5|1.7|1.9,10.05|2.05|7.36|3.25|5.54|5.41|11.85
coffee|rice|cheese|apple|chicken|yogurt|potato,1.8|3.2|2.3|2.1|4.2|1.4|3.6,2.54|7.4|7.84|3.4|11.47|5.02|2.68
milk|pasta|bread|crackers|wine|rice|cheese|nuts,1.6|4.7|1.6|1.2|3.9|4.7|4.5|4.2,4.56|7.45|4.16|2.23|9.79|6.81|4.42|4.65
cheese|apple|chicken|coffee|milk|turkey_slices|berries|water,2.3|4.4|3.3|2.6|2.5|4.3|2.4|1.1,2.69|1.27|8.64|11.08|2.31|4.97|4.55|8.53
apple|chicken|bread|milk|juice|orange|tea|beef,1.3|3.1|1.7|1.3|3.9|4.6|2.3|4.8,3.09|6.81|5.5|4.08|4.52|1.68|2.11|13.1
pasta|chicken|milk|apple|carrot|tomato|wine|beef|potato|juice,1.6|3.2|2.1|3.3|1.8|4.8|1.6|3.9|3.1|4.9,6.25|12.12|7.26|2.52|2.59|1.29|5.4|11.78|3.82|10.78
cheese|chicken|bread|berries|oil|coffee|turkey_slices|shampoo,4.1|2.7|4.1|4.9|3.6|1.1|3.6|3.0,3.56|6.39|1.63|9.12|5.78|10.01|9.13|3.48
rice|milk|pasta|cheese|tea|cereal|wine|ice_cream|ham|beer,3.3|4.8|4.1|1.1|2.4|2.1|4.5|2.2|4.0|3.1,5.61|3.85|6.49|5.0|2.15|1.54|6.63|6.54|8.7|6.09
rice|milk|coffee|apple|cheese|bread|chocolate|ham|chicken|pizza|candy,2.6|3.1|3.7|2.2|2.9|2.6|1.9|1.0|3.5|4.9|3.3,4.56|5.85|2.1|1.31|3.89|5.97|4.88|8.6|13.9|5.11|4.34
apple|rice|chicken|bread|pasta|cereal|vinegar|tea|lettuce|coffee|dessert,2.2|2.6|3.6|3.8|1.4|2.6|3.1|3.4|2.5|4.5|2.2,3.72|2.26|10.22|2.85|5.06|3.54|5.65|4.0|3.22|2.91|3.61
rice|milk|coffee|nuts|chicken|croissant|salmon,3.7|1.3|1.3|1.3|4.0|1.2|1.3,4.45|3.83|3.84|4.8|14.95|4.59|10.69
pasta|rice|chicken|bread|salt|butter|cereal|cake,2.3|3.8|1.6|4.4|2.9|1.0|4.9|4.0,1.78|2.67|10.17|5.04|4.42|6.39|4.16|2.8
chicken|coffee|milk|bread|cheese|orange|salt|apple|onion|pretzels,1.5|4.4|2.9|3.8|3.3|1.6|4.1|4.1|3.8|3.9,10.23|5.81|2.15|5.46|7.65|1.72|6.88|1.91|3.2|3.75
pasta|rice|milk|bread|wine|olives|potato|soap|beer|salami|nuts,2.1|4.7|1.6|3.1|2.7|1.5|2.5|4.9|3.9|2.1|4.6,2.21|7.19|7.29|5.13|6.04|4.33|1.86|5.94|4.81|9.37|5.16
apple|coffee|rice|pasta|vinegar|shampoo|turkey|wine|milk,3.7|1.1|3.5|3.4|3.1|2.7|2.9|4.2|1.6,1.8|4.45|3.54|1.53|2.46|4.63|6.7|2.41|5.29
cheese|bread|pasta|rice|muffin|cake|banana|bagel|cream,4.1|2.6|1.2|1.9|3.1|3.6|1.3|4.0|3.3,5.57|3.94|5.85|7.94|2.24|4.59|1.57|2.29|7.64
apple|rice|cheese|milk|wine|ice_cream|chicken|turkey_slices|toilet_paper,2.0|1.9|4.7|3.8|3.9|3.7|1.7|4.1|2.4,2.07|3.46|4.68|2.93|1.31|2.31|7.64|7.1|8.49
rice|bread|chicken|coffee|apple|yogurt|water|wine|sugar|vegetables|chips|salt,2.8|2.1|1.9|3.9|4.0|4.6|5.0|2.6|1.0|3.6|3.2|1.0,7.68|3.69|14.55|9.21|2.15|6.56|11.5|4.91|4.87|9.33|6.77|6.23
apple|bread|pasta|cheese|hummus|salami|cookies|chips|ham|oil,4.7|2.2|3.7|2.3|3.4|2.2|4.3|2.5|1.4|3.4,2.39|4.82|4.91|2.92|8.06|4.26|4.23|4.0|5.68|1.73
bread|chicken|apple|rice|pasta|paper_towels|soda|butter|juice,4.3|1.1|1.4|2.3|2.3|3.8|2.8|4.5|2.9,3.16|5.43|2.26|6.15|7.13|5.34|7.65|5.63|6.59
rice|apple|milk|pizza|wine|soap,1.2|1.1|1.7|2.1|4.0|4.4,2.92|3.03|2.01|9.44|7.16|5.02
pasta|apple|rice|salt|cheese|sugar,3.5|1.8|4.1|1.9|4.8|4.7,2.74|2.11|2.84|6.87|3.5|6.28
bread|coffee|chicken|sugar|tuna|paper_towels|pizza,4.9|3.9|1.4|3.5|3.0|2.5|4.4,4.05|3.51|11.94|5.67|6.33|10.5|6.68
pasta|bread|rice|coffee|potato|toothpaste|ice_cream|yogurt|cookies,2.1|2.7|2.8|2.7|1.8|1.2|1.9|1.3|2.6,1.94|4.07|3.17|5.32|1.12|8.84|6.19|7.69|4.87
chicken|milk|cheese|salmon|cake|salt|cookies|lettuce|soda,1.1|1.4|3.0|1.2|3.0|2.3|2.2|4.4|1.1,6.61|6.39|7.56|14.25|2.31|5.99|5.24|1.47|8.56
apple|pasta|bread|cream|croissant|salmon,2.5|4.5|3.2|2.7|2.8|2.5,2.75|2.36|3.48|2.66|4.07|12.0
milk|bread|pasta|chicken|apple|oil|butter|potato|chips|salmon|vegetables,4.8|4.1|3.4|3.0|2.7|2.2|4.9|4.2|3.5|3.3|4.1,4.88|2.37|6.5|8.26|3.27|5.38|7.48|3.97|6.55|5.85|3.09
apple|coffee|cheese|pasta|croissant|detergent|muffin,2.6|2.9|2.0|3.3|2.9|4.0|1.8,1.55|4.49|6.4|2.07|2.39|8.62|2.18
pasta|chicken|coffee|vinegar|toilet_paper|turkey_slices|tea|rice|detergent,2.2|4.2|4.3|3.9|2.8|4.3|2.8|1.1|4.7,5.13|9.49|9.48|6.35|4.13|4.03|9.49|2.28|7.25
bread|apple|rice|pasta|pretzels|paper_towels|turkey_slices|toilet_paper|crackers,3.1|4.1|3.3|3.4|1.7|4.9|1.7|1.3|1.6,3.33|1.95|7.44|6.15|4.78|6.29|6.87|3.3|6.8
bread|coffee|rice|cheese|apple|sugar|vinegar|shampoo|water|cookies|crackers,4.5|3.0|1.1|4.6|4.5|2.4|3.8|1.2|2.1|1.7|3.3,1.81|2.72|6.45|2.71|1.87|7.44|4.08|6.77|11.03|4.47|4.57
bread|milk|coffee|butter|pretzels|toothpaste|juice,1.3|2.9|4.5|3.7|4.8|2.0|1.4,4.82|2.61|7.55|4.28|4.82|10.72|11.68
rice|milk|bread|cheese|pasta|oil|tomato|salt|lettuce|toilet_paper|salmon,2.5|2.6|2.2|3.7|3.5|4.7|4.4|3.8|1.2|4.5|1.2,4.5|7.19|3.97|6.25|7.83|5.51|1.49|7.11|3.67|7.25|12.29
milk|pasta|chicken|bread|coffee|muffin|vinegar|salami|cake|salmon|tuna,4.1|4.2|4.7|3.5|2.0|1.1|3.3|3.2|2.3|4.1|2.9,4.64|3.05|8.75|4.5|6.72|4.04|7.74|5.92|1.86|7.02|5.04
bread|rice|cheese|chicken|yogurt|beef|pasta|cake|salami|croissant|potato,3.1|1.9|1.3|3.5|4.1|2.2|1.1|3.9|3.4|4.7|3.4,3.22|1.63|6.97|12.47|3.68|8.01|7.88|2.72|5.08|2.07|1.67
coffee|milk|bread|rice|chicken|cream|berries|vinegar|toothpaste|olives|pizza,1.8|3.5|4.7|3.9|2.4|2.0|4.9|2.9|3.6|4.2|2.1,4.71|6.19|3.69|5.44|5.8|2.96|9.5|1.93|11.72|7.25|8.77
apple|pasta|milk|cheese|onion|vinegar|coffee|butter|chips|pretzels,2.9|5.0|3.0|2.3|4.6|3.4|3.7|5.0|4.7|4.4,2.28|4.23|5.81|5.74|1.99|2.18|7.04|6.5|4.54|4.23
coffee|bread|apple|cheese|orange|tuna|water|dinner,1.2|4.1|4.2|4.0|3.2|3.0|1.8|3.2,5.11|3.36|3.26|6.31|3.79|13.54|8.77|5.16
coffee|chicken|apple|butter|ice_cream|vegetables|flour,4.9|1.6|2.6|4.0|3.3|1.3|1.2,5.04|9.51|3.42|2.9|2.27|5.28|4.09
apple|rice|chicken|coffee|onion|dessert|pizza,3.3|1.8|1.6|2.9|2.3|4.3|1.8,2.56|6.22|7.25|8.19|1.79|4.74|4.08
cheese|pasta|coffee|cereal|turkey_slices|sugar|tea|orange|salmon,3.4|4.7|4.1|1.1|1.1|1.6|3.1|1.3|1.2,3.23|2.59|5.6|4.16|4.54|5.14|6.59|2.53|9.06
chicken|cheese|coffee|pasta|apple|salami|dessert|salt|lettuce|muffin|cereal,4.1|4.7|1.6|1.2|1.3|1.5|4.5|1.5|4.8|2.5|2.8,14.87|7.88|2.72|4.63|3.88|6.78|5.77|4.06|1.35|2.25|2.39
bread|milk|rice|toothpaste|yogurt|tea|oil|toilet_paper,2.2|1.1|1.9|5.0|4.6|2.1|1.5|4.0,1.54|5.29|7.07|4.82|7.57|11.56|2.95|10.71
chicken|apple|bread|rice|vegetables|detergent|salami|beef|lettuce,2.2|2.5|3.2|3.9|3.8|3.1|3.3|1.7|4.8,11.1|2.36|5.43|2.75|7.53|7.01|6.36|6.59|2.58
bread|chicken|pasta|coffee|milk|chocolate|sugar|salmon|dinner|lettuce,2.3|4.5|2.3|2.5|4.8|1.3|3.3|2.5|3.3|3.0,3.02|14.63|7.09|11.68|4.16|5.31|5.19|7.6|4.03|3.79
bread|coffee|cheese|water|pizza|cream|detergent,3.5|1.1|2.2|1.5|1.6|4.7|4.2,1.53|4.15|5.25|7.7|5.48|2.49|11.08
cheese|chicken|bread|coffee|apple|rice|potato|bagel|cake|butter|oil,2.3|2.1|4.2|2.8|1.1|4.9|2.5|1.9|3.9|3.5|3.8,6.85|9.11|4.08|1.36|3.97|6.92|1.75|3.82|3.72|6.29|3.67
pasta|coffee|cheese|ice_cream|toothpaste|vegetables|butter|juice,1.1|2.2|1.8|1.0|4.8|2.6|2.8|2.0,2.61|4.77|5.28|4.76|9.57|4.51|3.41|8.66
rice|bread|milk|cheese|soda|paper_towels|dinner|bagel|turkey_slices|soap|cream,4.6|2.6|2.7|2.5|4.1|1.1|3.1|4.2|4.9|4.0|4.6,2.05|2.92|2.99|3.27|6.44|10.6|8.7|2.04|9.59|5.49|3.62
milk|rice|cheese|paper_towels|turkey|salmon|berries|detergent,3.8|1.2|3.1|2.9|4.8|3.0|3.7|2.6,3.96|5.86|2.93|6.16|13.5|9.4|6.66|7.21
coffee|rice|pasta|chicken|bread|beer|cheese|chocolate|muffin|tomato,4.3|2.2|2.1|4.4|4.1|1.7|2.7|1.2|4.8|2.4,3.1|6.65|7.84|11.09|3.53|8.58|3.09|2.11|5.62|1.67
apple|cheese|milk|chicken|turkey|potato|salami|carrot|oil|olives,4.7|2.4|2.4|1.9|2.9|3.5|4.7|4.9|3.6|1.9,3.62|6.3|4.61|14.76|8.56|1.43|9.29|2.29|3.82|9.54
rice|pasta|cheese|milk|coffee|beef|turkey|water|wine|orange|chips,1.4|2.1|4.1|3.8|3.6|3.6|1.5|3.3|4.4|1.8|3.1,4.16|5.56|4.76|2.14|5.35|5.99|12.17|11.42|4.88|3.41|2.22
rice|coffee|milk|cheese|potato|bread|carrot|chips|water,3.9|2.8|1.5|2.8|1.0|1.3|1.7|2.7|1.9,2.26|9.34|3.01|7.24|1.56|3.26|2.12|6.38|1.76
apple|rice|cheese|lettuce|turkey|vinegar|soap,4.5|4.1|3.9|4.1|3.4|4.5|3.8,1.25|6.27|6.15|3.0|6.73|6.09|3.29
rice|bread|pasta|chicken|milk|flour|sugar|apple|pretzels|vinegar|vegetables,2.3|3.9|4.8|1.8|4.9|1.3|1.6|4.8|3.9|3.6|2.1,7.91|2.44|6.78|12.9|5.15|4.01|7.27|2.36|2.08|1.93|6.76
chicken|coffee|cheese|bread|hummus|muffin|apple,2.8|4.8|3.3|3.0|2.0|1.4|2.4,13.47|1.24|4.05|4.62|6.7|5.34|1.76
milk|cheese|coffee|chicken|apple|dessert|cookies|orange|ham|pork|pretzels,3.2|1.0|2.9|1.5|1.1|4.3|4.1|4.4|3.9|2.4|5.0,3.66|5.21|1.6|6.32|2.33|6.38|3.2|1.02|4.57|14.84|4.12
rice|bread|cheese|coffee|chicken|paper_towels|tomato|turkey_slices|chocolate|onion|water,3.6|1.3|4.3|4.4|4.9|1.8|2.7|3.9|2.2|4.3|3.0,1.63|4.52|3.54|4.65|13.75|11.98|3.99|5.11|3.15|3.95|4.71
cheese|apple|pasta|wine|salami|vegetables|turkey_slices|chicken|cake,2.3|4.4|4.1|2.3|1.7|4.9|2.8|2.8|3.6,5.84|1.02|3.0|3.8|9.25|4.54|6.86|5.1|3.88
pasta|coffee|bread|milk|pizza|cake|yogurt|cereal|muffin,3.6|2.1|4.9|5.0|1.8|3.7|3.2|3.6|3.2,3.92|9.45|2.45|7.01|8.56|2.06|3.88|6.23|2.58
apple|chicken|rice|lettuce|carrot|pizza|banana|cream,3.3|3.2|4.5|4.4|1.5|1.9|3.6|2.2,3.4|12.26|3.11|1.48|2.17|6.48|2.47|3.89
rice|bread|cheese|coffee|turkey_slices|onion|turkey|apple|salt,4.2|3.4|1.4|2.0|1.4|3.0|2.2|4.2|2.8,6.42|4.55|3.55|7.31|4.42|3.02|11.75|3.65|7.63
chicken|apple|pasta|dessert|sugar|hummus|paper_towels|soda,2.4|1.8|2.0|4.7|2.7|4.3|1.9|2.2,11.01|2.27|3.65|5.34|4.96|4.93|11.57|3.35
cheese|pasta|apple|milk|nuts|soda|hummus|flour,3.7|2.7|1.7|3.3|3.2|1.9|4.1|2.2,2.59|3.98|3.4|7.06|4.91|9.12|5.23|5.32
coffee|rice|milk|chicken|cheese|pasta|salami|oil|vegetables|berries|pretzels|wine,1.9|4.0|1.3|2.6|3.6|2.7|3.8|4.5|2.1|4.3|3.1|2.7,6.78|4.43|2.79|9.58|5.19|7.84|6.42|3.15|8.86|7.64|6.93|5.33
pasta|coffee|cheese|rice|chicken|nuts|juice|turkey_slices|oil|cream,1.3|4.2|4.0|3.3|3.9|3.8|3.1|2.3|4.2|4.4,7.45|4.18|4.34|3.52|6.42|4.22|1.31|6.15|7.91|7.01
rice|cheese|coffee|pasta|croissant|cereal|lettuce|dessert|pork,1.3|3.3|1.5|1.1|3.6|3.3|1.7|2.6|4.3,2.28|7.17|2.66|5.57|2.67|5.76|2.72|8.58|11.4
apple|rice|milk|chicken|cheese|tea|butter|ham,4.1|3.9|2.4|3.7|3.4|4.9|2.3|3.7,3.49|4.02|2.9|11.53|2.95|10.37|5.41|7.01
apple|cheese|milk|coffee|pasta|dessert|tuna|olives|ice_cream|pork|nuts|yogurt,3.4|3.6|4.0|1.2|2.6|2.9|1.9|1.6|2.1|4.9|1.8|1.4,1.74|7.72|5.11|10.73|4.58|7.95|9.69|9.37|4.59|13.37|4.53|4.98
pasta|cheese|coffee|milk|apple|onion|salmon|candy|tuna|turkey|sugar,3.1|4.6|2.4|3.9|1.5|4.2|3.0|3.2|4.0|2.8|4.1,4.92|4.0|9.07|3.84|2.35|2.01|7.15|3.05|7.27|8.91|1.99
bread|coffee|cheese|pasta|cereal|olives|pizza|toothpaste,4.2|2.1|1.5|4.9|4.8|1.8|2.6|1.8,4.81|1.09|3.31|2.02|1.97|6.6|6.77|7.9
chicken|apple|milk|bread|carrot|tea|beef|potato|oil|hummus,3.2|4.0|1.8|3.5|4.2|4.2|4.5|1.8|1.2|2.1,12.55|1.29|3.39|4.18|3.92|7.28|13.15|3.71|3.46|7.22
apple|milk|rice|bread|vinegar|detergent|nuts|ham|beef,3.0|2.9|3.9|3.4|1.3|3.4|3.4|3.7|1.5,1.46|2.14|3.02|3.5|6.34|5.89|4.37|5.6|5.07
milk|coffee|apple|chicken|pasta|ice_cream|pork|muffin|bagel|toothpaste|onion,2.7|2.2|2.0|4.4|4.1|3.2|1.4|3.2|3.8|3.9|1.9,3.5|3.17|1.71|9.34|4.46|6.6|14.72|5.75|3.32|5.69|3.83
apple|cheese|pasta|toilet_paper|chips|beer|vegetables|milk,3.8|3.4|2.2|4.6|4.2|4.6|3.3|1.7,1.71|6.45|4.69|7.54|5.56|10.58|8.0|5.14
