items,quantities,unit_utilities
cheese|muffin|sugar|cookies|water|wine|croissant|onion,3.3|3.9|2.4|1.3|1.7|1.0|4.5|2.9,5.69|3.72|6.69|2.77|9.7|6.48|3.21|1.16
yogurt|rice|oil|candy,1.6|2.4|3.1|2.1,2.11|2.83|2.14|5.23
bread|tomato|cookies|crackers|carrot,4.5|2.6|4.6|2.7|1.2,2.84|1.64|1.56|3.35|2.86
cereal|salmon|apple|orange|milk|potato,5.0|1.5|4.9|4.6|3.6|3.2,3.82|9.69|1.33|1.47|3.36|2.22
flour|beef,3.5|1.3,4.93|8.32
rice|olives|butter|pasta|orange|hummus|salami,1.1|1.6|2.7|1.6|3.6|2.5|2.5,3.24|7.27|5.5|2.84|2.43|6.41|7.66
candy|chips|rice|cream,4.1|4.8|4.9|1.1,6.21|4.31|7.37|3.84
chocolate|cookies|crackers|ham,3.0|4.3|2.5|4.0,6.51|4.01|5.94|8.47
yogurt|sugar|paper_towels|chips|vegetables|rice|wine,3.1|4.8|4.9|2.1|3.5|3.3|2.2,2.55|6.43|7.44|5.52|4.75|4.06|6.64
tuna|cereal|butter|shampoo|dessert|chips|flour|apple,1.3|3.0|4.9|1.1|3.1|2.4|1.2|3.4,5.34|5.38|7.15|3.02|3.36|2.75|5.4|2.81
oil|soap|beer|banana|salami|detergent|ham|yogurt,1.8|2.0|3.7|4.1|2.6|4.1|1.5|4.6,4.31|6.33|10.29|3.38|7.46|6.41|6.24|6.54
orange|juice|toilet_paper|vinegar|lettuce,3.0|4.7|3.4|1.6|4.0,3.93|5.25|3.02|6.88|3.32
beef|milk|oil|rice,1.9|2.0|4.3|1.4,11.69|6.43|7.58|4.63
pizza|chocolate|chicken|muffin|croissant|tea|ice_cream,2.2|2.7|2.7|2.3|4.5|2.7|2.4,7.37|5.0|9.91|2.12|3.48|11.04|3.0
pork|turkey|chicken|paper_towels|rice|toilet_paper,3.2|4.0|4.9|3.2|2.5|1.2,9.15|8.92|6.27|7.13|3.67|10.36
ice_cream|cream|soda|salmon|berries,2.8|3.4|3.5|2.4|1.8,5.76|6.54|11.75|8.98|8.3
yogurt|juice|olives|dessert,3.1|3.7|5.0|2.0,4.84|10.37|4.15|7.91
berries|soap|banana|nuts,4.0|2.1|2.3|3.2,4.81|10.61|1.65|3.32
milk|tomato|croissant|pasta|turkey_slices|salami|toilet_paper,4.1|2.4|4.5|2.4|1.7|3.4|1.4,6.6|3.5|5.62|2.56|7.06|6.44|8.91
coffee|rice|turkey_slices|nuts|toothpaste|beef|candy|wine,2.1|3.9|2.8|4.3|2.5|1.4|2.5|2.7,10.73|2.58|5.46|3.63|4.34|6.64|2.33|9.1
bagel|toilet_paper|berries|soap|pasta|beer|flour,1.3|2.2|1.1|4.0|3.3|4.6|1.1,4.5|10.43|9.18|3.63|1.76|6.66|5.05
cheese|pork|tuna,3.7|2.1|1.0,5.13|11.65|9.28
pasta|juice|ham|pork,4.9|4.8|1.5|2.4,2.75|9.55|5.99|9.0
lettuce|salt|beer|chicken,2.7|1.7|1.4|3.6,3.39|5.44|10.96|14.43
yogurt|shampoo|vegetables|croissant|chicken|apple,4.9|1.1|3.4|4.1|4.6|2.6,4.82|9.35|7.48|3.98|6.69|1.25
cake|ham|dinner|salami|rice,2.4|4.7|1.3|3.9|3.8,3.56|4.99|5.14|7.11|2.57
berries|soap|orange|butter,3.1|4.4|4.7|4.1,7.45|7.34|2.32|2.63
yogurt|pasta|sugar|crackers|turkey_slices,4.7|2.5|4.5|2.0|3.0,8.0|3.92|1.94|2.72|7.85
butter|onion|cream|salmon|pork|juice,2.2|4.0|1.8|1.6|3.0|4.8,2.05|1.61|6.34|10.27|10.56|10.16
sugar|paper_towels|milk|coffee|bread|muffin|soap,2.7|1.1|2.7|2.9|2.5|1.4|4.4,1.63|3.11|2.19|9.92|2.43|3.69|5.37
crackers|toilet_paper|salmon|vinegar,4.1|4.1|4.6|4.0,6.74|5.79|9.0|4.22
lettuce|chips|water|juice|chicken,3.0|4.5|4.4|2.2|1.7,2.96|2.6|2.57|1.66|6.0
soda|paper_towels|chips|pork,2.6|4.3|2.0|3.9,7.83|6.35|3.51|13.15
chips|pretzels|toilet_paper|ice_cream|banana,1.4|5.0|3.0|3.0|4.4,3.46|5.49|8.34|5.38|3.71
tomato|butter|turkey_slices|vegetables|carrot|nuts|onion|coffee,3.8|1.7|3.5|2.1|5.0|3.2|2.2|4.4,2.77|7.12|8.76|9.16|1.37|5.64|1.31|6.55
carrot|candy|flour|tuna,3.4|1.2|4.9|4.6,3.61|2.92|6.15|9.37
ham|chicken|onion|tea|yogurt|cereal,5.0|3.2|1.6|4.4|4.8|4.4,6.91|13.52|2.31|9.96|7.25|5.6
toilet_paper|ham|tomato|bagel|muffin|chocolate,3.3|2.9|4.5|4.8|4.0|2.0,5.84|4.82|2.59|4.33|5.51|2.58
croissant|paper_towels|turkey_slices|nuts|tuna|dinner,3.0|3.9|2.3|3.1|4.7|4.6,5.14|8.68|4.04|4.47|7.61|9.51
onion|beer|soda|orange|rice|hummus|berries,1.9|2.3|4.6|3.3|2.1|2.4|1.2,1.84|10.53|3.27|2.76|6.88|4.29|5.38
bagel|dinner|muffin|candy|pasta,1.9|1.1|3.9|4.3|2.9,5.08|9.89|4.33|6.0|4.19
salt|potato|yogurt|berries|tomato,1.3|2.6|4.9|5.0|2.7,7.57|3.29|5.78|8.75|2.25
cookies|hummus|chicken|ice_cream|olives|berries|vegetables|cake,3.0|1.1|1.5|4.4|3.7|4.3|2.4|3.3,1.89|6.86|8.82|4.95|9.13|4.65|9.73|4.05
salami|vegetables|water|bagel|toilet_paper|croissant,4.0|3.7|3.9|3.8|2.1|3.0,9.01|7.0|11.88|5.5|4.26|4.26
bread|butter|vegetables|berries|crackers,2.2|4.2|4.7|2.9|2.2,4.87|3.44|5.27|3.03|6.15
soda|chicken|salmon|cereal|cream,3.6|1.4|1.6|3.5|2.3,1.23|6.36|6.16|6.91|6.37
cookies|flour|banana|wine|shampoo|water|olives|nuts,3.9|4.6|2.2|4.2|4.5|1.8|3.7|4.5,4.31|3.23|2.07|9.11|4.34|11.14|9.47|6.42
pasta|muffin|shampoo|cheese|hummus|dinner|salt,4.1|2.0|4.0|2.1|4.7|1.2|3.5,5.92|4.01|9.67|2.35|9.19|9.5|6.06
toilet_paper|hummus|pizza|onion|crackers|bagel,3.3|4.9|3.4|2.9|4.6|2.8,10.51|9.42|6.27|2.16|6.63|3.49
tomato|paper_towels|vegetables|oil,1.8|1.7|3.8|4.0,1.02|10.26|6.09|1.97
oil|turkey_slices|ice_cream|dinner|pizza|muffin,3.9|4.6|4.4|4.4|3.6|1.3,7.71|5.48|7.29|8.18|8.68|3.48
chips|turkey|vinegar|pizza,4.6|4.8|1.1|4.6,6.53|14.6|3.8|3.27
pretzels|ice_cream|cream|beer,1.8|4.3|3.2|4.4,5.13|4.49|4.85|3.13
lettuce|beer|water|chicken|turkey_slices|vegetables,5.0|1.1|4.5|4.9|3.5|4.0,3.11|9.47|2.84|7.13|7.27|9.0
carrot|water|chips|olives,1.7|1.0|1.2|2.0,3.62|11.33|4.36|6.76
salt|detergent|pizza|milk|toilet_paper|soda|lettuce,3.1|1.8|2.7|2.6|4.8|3.3|3.4,4.75|5.77|5.67|4.8|10.93|6.34|1.55
bread|crackers|milk|salt|onion,4.7|1.9|3.7|3.7|4.3,3.11|5.99|4.16|3.68|2.56
pork|cake|chicken|crackers|coffee|chips|berries,4.4|1.6|2.2|3.9|2.1|1.7|1.1,10.43|5.82|9.15|5.18|10.71|6.7|6.86
chicken|salmon|soda|salt,4.9|1.7|1.8|4.5,14.3|10.65|8.63|4.49
dessert|flour|cookies|tea|butter,4.2|2.6|2.7|4.8|1.6,3.81|2.53|5.27|9.05|6.32
pizza|wine|sugar|candy|flour|croissant|crackers,3.0|1.4|1.1|1.9|1.1|4.7|4.1,9.9|6.8|6.64|3.53|4.16|5.44|6.85
milk|croissant|turkey_slices|pork|vinegar|olives,2.8|2.4|2.4|3.2|4.7|2.4,2.36|5.36|6.35|6.36|3.93|7.0
pizza|soap|paper_towels|berries|ice_cream|bagel|wine,2.0|4.1|2.1|4.7|2.6|1.2|4.1,5.07|3.09|3.64|9.28|2.6|5.03|10.67
soda|water|orange|juice|apple|oil|salmon,4.7|4.4|3.7|4.1|4.1|1.2|3.0,11.51|1.17|3.68|4.29|2.06|6.41|13.1
bagel|ice_cream|crackers|nuts|soda|wine|chicken|coffee,4.5|4.7|1.9|1.7|3.3|1.5|4.8|4.5,3.4|6.56|5.8|4.89|9.52|11.6|14.64|11.59
toilet_paper|ice_cream|oil|pizza,1.8|5.0|4.4|2.2,9.87|7.31|7.68|7.91
soda|tuna|tomato|rice,4.9|1.8|5.0|4.5,3.34|13.33|2.91|5.76
orange|oil|ham|soda,4.2|4.3|1.0|2.3,1.22|2.89|6.58|8.63
salami|soda|turkey_slices|onion|water|coffee|yogurt|sugar,3.0|1.3|2.3|1.5|1.8|4.9|4.2|2.0,7.05|1.84|8.04|2.36|1.21|11.24|5.86|5.14
turkey|soda|sugar|yogurt|banana,3.9|4.1|1.6|3.6|4.4,10.59|10.37|3.17|4.92|1.19
tuna|tea|cookies|wine|orange|croissant|detergent,1.2|1.6|3.8|2.5|4.3|2.6|2.0,13.95|2.86|3.07|2.16|2.97|2.59|8.99
paper_towels|crackers|candy|cake|cheese,1.2|3.7|4.8|2.0|4.7,6.37|6.14|4.72|4.26|4.01
chips|salami|onion|beer|detergent|toilet_paper|cream,3.3|1.1|3.3|2.1|2.1|4.2|4.1,2.85|6.95|3.86|2.29|10.38|8.29|3.14
olives|chocolate|onion|pork|sugar|turkey_slices,2.0|1.7|2.3|1.1|1.7|1.7,8.76|6.72|2.05|7.8|2.82|7.63
milk|toothpaste|ice_cream|cake|tomato|soda,4.5|1.8|5.0|4.9|1.7|3.7,7.66|5.08|6.69|3.08|2.38|7.08
detergent|vinegar|yogurt|paper_towels|apple,4.1|4.6|2.3|1.5|4.8,6.41|4.29|7.16|9.74|3.84
onion|chocolate|dessert|crackers|carrot|cream|ham,3.4|1.7|3.5|1.5|4.2|2.3|3.9,3.67|2.24|6.01|6.98|3.8|7.98|7.05
beer|onion|coffee|banana|vegetables,1.3|3.4|2.4|4.6|2.6,4.32|3.05|10.68|3.49|5.85
beef|paper_towels|croissant|rice|beer,1.3|4.4|2.3|4.7|4.7,8.5|5.9|2.7|6.59|3.21
salt|coffee|vegetables|sugar,1.2|3.9|3.3|5.0,3.04|2.39|9.19|3.8
salami|butter|turkey|bread|chicken|juice|lettuce,2.8|1.3|3.7|3.8|4.9|3.1|2.3,5.36|2.67|10.6|2.26|14.59|11.55|1.88
cheese|pork|coffee|water,2.8|2.6|2.0|2.7,7.08|7.67|8.84|6.31
toilet_paper|cream|sugar|detergent,4.8|1.8|1.7|3.5,4.86|5.52|2.81|9.24
flour|pork|crackers|cake|pretzels|juice,2.9|3.6|1.2|3.1|3.3|3.3,4.97|5.55|4.41|2.89|3.65|4.7
pizza|coffee|croissant|cereal,3.9|2.0|3.8|1.2,5.66|4.8|1.98|5.71
salami|dinner|shampoo|water|salt|vinegar|pretzels|sugar,2.8|3.4|2.2|3.5|2.0|4.5|2.4|2.6,4.04|3.64|4.38|1.52|2.57|2.97|5.43|2.16
lettuce|onion|flour|orange|crackers|toilet_paper|cake|oil,4.4|3.7|3.4|4.1|3.1|3.4|1.9|4.2,3.28|1.4|5.6|3.94|5.14|7.33|5.69|6.82
vinegar|detergent|vegetables|potato|juice|paper_towels|bagel,2.5|4.9|2.8|3.3|3.6|4.3|3.0,3.95|4.68|4.74|2.73|2.7|11.23|3.1
chicken|cake|shampoo|salami|vinegar|muffin|juice,2.7|4.0|2.4|4.7|1.4|4.2|2.4,12.03|3.44|3.84|6.34|3.62|2.74|11.63
vinegar|paper_towels|dessert|flour,2.9|3.5|3.7|1.5,5.55|9.72|9.95|4.21
muffin|berries|candy|apple|bread|pork|pasta,4.2|2.5|1.6|1.2|3.0|2.4|1.9,3.09|9.67|6.77|3.72|3.62|5.85|7.23
onion|muffin|water|salami,4.1|4.4|3.1|4.4,3.21|2.14|11.49|5.25
tomato|shampoo|salt|pork|carrot|cake,1.7|1.4|4.6|4.2|1.7|2.8,2.45|3.22|1.73|11.46|1.35|3.84
paper_towels|nuts|banana|oil|chicken|cereal|yogurt,1.6|2.2|3.0|4.3|1.8|2.7|1.8,4.6|3.67|3.05|1.73|13.39|2.88|3.47
dinner|bread|butter|pizza,2.9|4.5|2.2|1.5,5.83|1.76|7.83|3.16
turkey_slices|paper_towels|soda|candy|onion|pretzels|detergent|chips,2.3|2.8|2.4|1.6|1.8|2.7|2.3|4.3,8.51|8.0|5.68|6.46|3.71|5.79|5.01|5.37
rice|vegetables|cookies|nuts,2.5|4.1|1.5|2.5,5.32|7.79|4.26|2.03
salt|rice|cereal|tea|cookies|milk|olives,1.9|4.3|2.5|2.8|3.3|4.8|1.9,2.42|2.77|1.88|9.84|5.38|2.57|8.79
water|tuna|chocolate|flour|bagel,2.3|1.4|4.6|1.8|2.1,1.61|13.96|6.4|6.84|2.19
potato|ham|turkey|chicken|cake,2.4|1.6|3.5|4.6|3.4,2.36|5.65|6.97|12.66|5.09
butter|tomato|paper_towels|ham|lettuce|potato,1.5|4.6|1.8|1.1|1.6|2.2,7.8|3.47|10.18|4.43|3.38|1.13
beer|toothpaste|chips|paper_towels|salmon|cake,4.5|3.1|3.2|2.2|4.1|2.9,6.31|9.25|5.69|8.11|10.13|2.11
toothpaste|cookies|pretzels|olives|vegetables,2.7|4.3|3.3|2.0|1.4,8.78|4.88|6.82|4.93|4.48
vinegar|pasta|pretzels|potato|hummus|cake,3.7|3.8|4.5|4.9|4.9|2.3,1.75|4.44|6.28|3.61|4.07|1.9
dessert|croissant|ice_cream|pasta,4.0|4.7|3.2|4.8,4.06|4.56|2.98|4.56
yogurt|hummus|coffee|cream|candy|dessert|tea|cheese,2.2|1.3|2.6|3.9|3.4|2.0|1.3|3.4,5.34|9.53|5.06|4.32|4.48|3.68|8.45|3.76
flour|tea|onion|ice_cream,1.0|2.1|1.7|4.5,3.57|10.03|2.13|3.12
potato|water|vegetables|candy|carrot,2.7|3.2|2.7|1.9|4.2,1.85|11.05|9.07|5.71|3.6
lettuce|rice|nuts|ice_cream|orange|cake,2.4|2.8|3.3|1.6|1.9|3.1,3.91|3.4|6.23|2.95|2.65|3.36
bread|orange|butter|candy|salmon|pasta|rice,4.3|2.3|1.9|4.6|2.8|4.3|4.7,4.24|3.24|4.78|3.34|9.71|2.93|6.86
candy|orange|milk|beef|apple,3.2|1.6|1.3|4.2|3.0,6.11|2.04|4.41|11.7|3.27
potato|banana|tomato|yogurt,2.1|2.9|4.1|1.1,2.0|1.9|1.89|3.91
cheese|soda|cereal|pizza|bagel|toilet_paper|potato,1.8|3.5|1.0|4.6|2.4|3.5|3.2,2.26|10.91|6.56|8.42|1.59|7.4|3.85
tuna|chocolate|toilet_paper|hummus|cake,4.4|1.6|4.4|4.6|4.2,13.13|4.53|11.03|9.01|5.69
wine|rice|milk|vinegar,3.6|3.8|2.0|4.8,10.77|4.31|6.8|3.79
juice|paper_towels|cereal|ham|salami|crackers|soap|ice_cream,2.9|4.6|1.5|2.1|2.9|4.1|2.5|1.4,7.62|11.72|7.36|4.99|8.62|3.04|11.49|3.07
lettuce|pretzels|tea|dessert|pasta,4.3|1.2|2.7|4.8|4.5,2.12|3.32|7.31|8.25|5.25
tea|ice_cream|candy|turkey|flour|butter|oil|soap,3.3|4.6|3.3|4.4|3.4|3.3|2.5|1.7,7.06|7.69|4.07|6.71|2.79|6.94|7.17|5.56
onion|vegetables|crackers|tea|sugar|potato,1.6|1.6|2.4|2.8|1.6|1.5,1.42|7.76|5.6|3.16|5.57|2.17
juice|vegetables|butter|vinegar|sugar|bagel|beef,3.9|1.4|1.2|1.7|4.1|1.1|1.0,2.68|6.51|5.63|3.06|4.13|2.97|13.16
vinegar|potato|muffin|chocolate|turkey_slices,3.7|3.1|1.3|3.6|3.0,5.71|3.4|3.73|5.87|4.9
bread|potato|banana|soap|flour|berries,1.5|2.3|1.6|2.4|4.2|2.0,1.96|1.45|3.03|3.95|2.34|3.56
pork|salami|cookies|orange|butter|dessert|cake,2.5|2.4|1.4|1.2|4.7|2.1|3.4,7.46|4.46|5.93|1.3|7.78|9.85|2.09
bagel|water|lettuce|ice_cream,4.9|2.6|1.3|3.4,2.43|3.3|2.49|3.55
flour|salmon|cereal|tomato|cream|onion,1.1|3.4|4.7|3.7|4.7|4.6,3.25|9.55|2.18|3.1|3.76|3.61
cookies|onion|ice_cream|ham,1.1|4.9|4.1|1.8,5.41|3.13|7.9|7.75
bagel|lettuce|cream|oil,4.8|3.5|2.8|1.1,4.27|2.24|5.39|7.29
salami|hummus|turkey_slices|soap|water,2.7|4.1|4.1|1.1|2.7,9.4|6.18|7.78|5.51|8.17
ham|banana|milk|hummus|chips|pretzels|croissant,1.7|1.6|1.2|1.7|4.5|4.9|3.8,7.79|1.62|6.04|6.0|6.44|2.77|3.62
nuts|butter|candy|pretzels|cream|sugar|cookies,1.3|4.1|1.7|4.3|1.6|1.2|2.1,2.56|7.07|5.85|4.78|4.36|3.86|1.54
milk|beer|salmon|turkey|crackers|toothpaste,3.1|2.8|1.4|3.7|2.5|4.1,5.35|10.12|14.55|9.32|3.34|7.92
cereal|candy|juice|milk|nuts|banana|soap,2.9|1.3|1.1|2.2|3.1|2.7|2.5,5.94|5.72|3.69|6.89|3.63|2.81|9.96
vegetables|berries|bread|sugar|wine|chocolate|juice,4.4|4.1|2.7|4.7|2.9|2.4|1.3,5.63|5.83|4.82|6.96|10.5|3.31|9.47
chips|flour|potato|shampoo|rice|dessert|croissant|soap,4.8|3.7|2.7|3.2|1.4|2.6|3.0|2.9,2.66|3.49|3.23|8.23|7.28|8.59|4.07|10.98
banana|muffin|tuna|dinner|pork|oil,4.8|1.8|4.4|4.7|2.4|1.4,1.23|5.51|8.23|3.32|12.83|6.12
salami|yogurt|rice|dinner|onion,4.2|2.6|1.4|4.9|2.3,4.44|2.71|6.09|4.36|1.54
bread|vinegar|lettuce|cookies|paper_towels|rice,1.1|1.6|1.2|1.1|3.0|4.9,5.46|3.22|1.87|4.14|9.04|2.44
salt|soap|butter|beer,3.9|3.4|2.6|2.8,5.98|5.64|2.3|6.76
salami|pasta|ham|berries,1.7|1.4|4.2|3.9,8.15|5.9|4.85|4.94
vinegar|juice|coffee|banana|pizza|pork|carrot,3.3|4.5|3.5|1.5|5.0|2.3|4.6,4.89|10.91|3.34|3.42|4.56|9.2|1.14
ice_cream|soap|pizza|yogurt|muffin|butter|dessert|olives,4.3|3.2|4.4|1.5|4.8|1.8|2.4|4.6,2.37|3.28|5.97|6.85|4.31|3.87|9.22|4.47
cream|shampoo|water|vinegar,1.9|2.4|1.7|3.8,2.78|8.9|5.82|7.33
orange|salt|bagel|juice|butter|soap,2.4|1.4|4.2|1.8|1.8|2.9,1.66|3.23|4.16|8.74|6.91|11.14
pretzels|croissant|carrot|turkey_slices|dinner,4.8|2.0|2.2|4.9|2.7,6.65|4.94|3.52|4.47|4.05
milk|toothpaste|onion|rice|juice|turkey|pretzels,2.7|4.1|3.1|4.6|2.9|3.2|2.7,4.96|6.0|1.09|7.53|7.18|5.69|2.75
oil|crackers|ice_cream|pasta|cookies,3.9|1.3|4.6|1.5|2.0,5.35|4.38|2.29|3.64|1.87
coffee|ham|apple|soda|vegetables,2.7|4.0|1.7|1.5|2.0,10.88|6.82|3.24|11.41|8.88
toothpaste|salt|vegetables|dinner|tomato,2.8|3.5|3.0|1.5|4.3,4.59|2.21|5.31|3.53|3.84
crackers|potato|dinner|flour,4.4|4.8|3.8|3.5,3.62|3.42|4.3|1.99
berries|bread|juice|vegetables|cake|toothpaste|wine,1.2|4.4|3.9|3.6|4.4|2.0|3.9,7.76|4.19|6.08|6.81|3.81|10.13|1.79
beef|oil|bagel|cheese|onion,1.9|2.6|2.1|3.3|1.3,13.18|1.52|1.84|3.38|1.77
vinegar|salt|toilet_paper|rice|pretzels|bread,2.2|2.0|2.9|1.7|4.6|3.7,6.06|3.27|5.39|7.24|3.42|2.67
ice_cream|pizza|soap|beef|onion|juice|cheese,3.6|4.4|4.6|2.6|3.1|3.9|2.2,5.24|5.77|4.36|12.4|3.0|7.04|6.16
detergent|soda|salt|vinegar|sugar|chips,3.0|4.0|1.4|1.3|1.6|4.1,4.2|3.28|6.41|2.57|4.3|3.71
vegetables|cake|carrot|salt|olives|bread,3.8|3.6|5.0|3.7|3.1|1.1,6.28|4.88|2.45|3.36|4.75|2.13
cheese|cereal|dessert|tuna,3.9|3.4|1.2|2.6,7.66|1.93|7.05|7.21
toothpaste|turkey|chicken|butter,4.2|2.6|2.2|1.0,6.48|8.87|7.15|7.77
turkey|beer|cheese|chocolate|beef|candy|pretzels,2.8|2.6|1.3|1.7|1.6|1.2|2.6,14.13|10.41|3.31|7.0|9.36|3.38|5.27
carrot|chips|turkey_slices|pasta|tea|tuna|milk,3.2|2.1|1.9|4.8|4.0|4.2|1.2,1.2|6.27|7.95|1.73|5.72|12.61|5.37
salt|bread|chocolate|dessert,4.6|2.0|4.2|2.9,6.18|4.02|3.6|6.11
ice_cream|salt|olives|ham|butter|vinegar,2.6|1.6|2.2|1.2|1.8|3.2,4.05|4.52|9.88|4.61|3.93|5.68
tomato|wine|paper_towels|onion,3.8|1.7|3.1|2.5,3.46|7.01|10.9|3.97
berries|cheese|nuts|juice|chips|beer|flour,3.0|2.6|1.8|5.0|4.7|3.4|3.0,7.68|2.85|3.49|7.9|2.08|1.21|5.73
rice|shampoo|salmon|orange|hummus|dessert|soda,1.4|2.6|2.7|4.3|3.5|2.8|2.3,3.42|7.81|13.16|2.82|4.21|3.78|4.39
detergent|apple|milk|hummus|tuna|toothpaste|banana,4.3|2.9|1.6|4.2|4.3|1.8|3.1,5.75|2.09|2.8|4.26|14.2|3.8|3.62
muffin|cookies|ham|salami|croissant,3.8|2.0|4.3|1.5|2.1,1.88|3.09|4.19|5.03|3.6
onion|dinner|soda|potato|milk,3.0|3.2|3.3|1.6|1.9,3.38|8.81|5.19|3.77|6.24
nuts|turkey|water|sugar|bagel,3.8|4.5|1.9|1.1|3.2,5.48|8.91|5.06|1.83|2.12
carrot|juice|toothpaste|toilet_paper|olives|croissant,1.7|3.2|3.8|4.9|3.9|1.4,1.49|1.32|7.3|5.24|9.36|5.4
soap|coffee|yogurt|ham|milk|tuna|vegetables|banana,4.0|5.0|1.5|4.7|3.6|4.1|3.3|1.8,11.49|9.95|3.36|9.33|4.68|14.16|7.65|3.28
cake|bread|shampoo|carrot|banana,1.1|3.5|4.1|1.1|4.0,2.86|2.5|9.01|1.16|2.02
vinegar|tomato|crackers|salami|nuts|candy,2.4|2.9|3.2|1.1|1.8|1.4,4.05|1.85|5.92|4.05|3.07|6.79
hummus|flour|bagel|pork,1.1|2.7|2.8|3.8,8.42|7.59|3.62|5.49
cookies|lettuce|cheese|water|bagel,3.4|1.1|4.7|3.8|2.8,4.26|1.76|5.18|5.35|5.67
olives|pretzels|cake|soda|nuts,2.5|3.4|4.5|1.5|3.6,5.76|5.82|1.91|6.62|5.98
rice|yogurt|juice|apple|chips,4.5|3.5|2.2|4.6|2.8,7.39|4.45|5.66|3.29|2.59
hummus|orange|cookies|tomato|bagel|cereal|soap|chicken,4.4|3.1|2.3|4.0|3.4|4.1|3.6|3.3,5.52|2.65|3.51|1.57|4.57|6.86|11.19|8.41
rice|olives|yogurt|beer,4.6|4.8|2.4|4.8,7.56|5.89|2.98|6.68
tea|toilet_paper|salt|pork|onion,4.1|2.0|2.2|4.0|4.7,4.56|9.55|7.87|14.79|3.74
olives|milk|chips|toothpaste|cheese,4.5|3.2|3.1|3.2|1.4,8.94|7.11|6.69|8.28|3.99
pizza|bread|coffee|shampoo|apple,1.6|4.8|3.8|4.5|1.1,8.01|5.35|6.54|3.91|3.91
oil|cookies|olives|cream,4.2|4.9|1.8|3.0,5.94|4.02|7.69|7.81
butter|croissant|salami|detergent|beer|carrot,2.6|3.3|4.8|3.5|4.6|4.5,4.83|2.34|7.11|11.25|9.79|3.95
pork|hummus|salt|croissant,1.3|4.0|2.0|3.8,5.39|4.06|4.87|4.35
beer|ham|chips|detergent|potato,3.1|2.2|3.9|3.4|2.7,9.06|6.79|5.13|5.55|2.61
dinner|butter|salmon|carrot,2.5|2.4|3.7|4.4,8.26|6.36|6.81|3.36
crackers|onion|toothpaste|juice|dessert|pizza,1.7|1.1|4.6|3.5|3.7|4.8,2.08|1.32|11.81|6.31|6.7|6.69
wine|turkey_slices|salt|juice|lettuce|banana|croissant,2.8|2.1|3.8|1.0|4.0|3.4|1.6,8.33|4.63|6.56|7.82|1.8|1.85|4.27
chicken|tea|butter|sugar|dessert|crackers|tuna,2.6|2.0|4.6|2.1|2.2|2.4|4.4,11.6|9.91|2.12|2.79|6.17|3.38|12.68
pretzels|tea|candy|sugar|vinegar|beef,3.6|1.9|1.7|4.5|4.3|2.2,3.81|1.01|3.79|5.62|7.6|9.36
tomato|onion|cake|tuna|toothpaste|pasta|tea|croissant,3.2|4.2|3.0|4.3|2.6|1.8|2.0|4.4,2.77|3.72|2.77|14.35|5.29|3.31|5.64|4.42
chicken|oil|paper_towels|soap|yogurt|tomato|salt,4.9|2.3|3.7|2.3|1.3|3.9|3.5,12.6|4.84|11.1|7.47|4.02|2.54|6.9
orange|toilet_paper|pizza|coffee,4.0|2.8|1.7|2.0,1.31|9.7|7.67|11.01
turkey_slices|butter|banana|beer|tomato|paper_towels|toothpaste|cheese,4.1|3.8|3.9|2.3|3.9|4.3|1.9|1.7,4.29|6.37|2.75|3.68|1.11|7.27|4.13|6.0
vinegar|nuts|tomato|paper_towels|milk|hummus|pretzels|orange,4.0|3.7|1.3|4.3|1.8|3.3|2.4|4.2,3.36|5.99|3.52|9.85|6.81|7.08|5.17|3.62
cheese|juice|chicken|oil|nuts|cream|sugar,3.4|1.4|3.7|2.7|2.7|4.8|3.1,4.32|2.15|10.99|8.0|3.71|4.07|3.52
olives|bread|coffee|cream|crackers|chicken|detergent|milk,3.3|4.7|4.0|1.9|2.0|1.6|3.4|3.2,6.58|1.54|11.1|2.45|3.33|12.63|10.69|7.5
flour|crackers|cream|chocolate|hummus,4.0|4.9|1.2|4.7|4.6,6.64|2.22|7.48|6.01|8.37
potato|coffee|lettuce|soap,4.3|4.0|3.6|2.6,1.47|7.41|3.7|3.25
vinegar|tea|salmon|flour,4.6|4.0|2.3|3.7,4.37|8.32|8.36|7.44
cereal|salami|apple|paper_towels|berries|turkey|tea,4.5|1.6|2.3|4.8|1.5|4.2|2.4,1.96|7.18|2.76|7.69|6.08|6.05|6.74
soda|tea|vinegar|wine|pizza|soap|paper_towels,2.8|2.2|4.1|3.7|1.8|4.0|1.9,1.07|10.15|7.75|11.52|8.14|6.15|3.1
ice_cream|butter|toilet_paper|paper_towels|beef|berries|salt,4.2|1.6|1.5|4.7|3.6|4.1|3.6,3.12|2.81|4.11|5.86|6.81|5.31|1.58
banana|tuna|cheese|cream|chicken,3.4|4.3|1.5|1.6|3.0,3.93|7.38|4.4|2.17|8.46
yogurt|vinegar|flour|beef|butter|nuts|onion|rice,2.9|1.7|4.7|2.2|2.7|3.7|1.5|2.4,6.95|5.66|7.51|6.16|2.08|2.4|1.03|4.32
cereal|olives|tea|pretzels|cookies|crackers|butter|potato,2.3|1.1|2.1|4.3|2.1|2.9|3.9|2.6,5.57|8.18|9.1|4.06|3.38|5.18|5.67|3.7
